[GCS_ARRAY Current Position of axis1]
# VERSION = 1
# TYPE = 1
# SEPARATOR = 9
# DIM = 2
# SAMPLE_TIME = 5e-005
# NDATA = 30000
#
# NAME0 = Current Position of axis1
# NAME1 = Sensor Normalized of input chan4
#
# END_HEADER
0.946716	-3312
0.946632	-3304
0.946617	-3280
0.946754	-3328
0.946854	-3344
0.946915	-3280
0.947029	-3216
0.947151	-3280
0.947296	-3296
0.947357	-3264
0.947411	-3168
0.947395	-3192
0.947304	-3168
0.947205	-3216
0.94706	-3216
0.946808	-3248
0.946518	-3264
0.946297	-3296
0.945915	-3248
0.945503	-3224
0.944977	-3240
0.944435	-3272
0.943787	-3296
0.943054	-3288
0.942223	-3312
0.941406	-3328
0.940582	-3344
0.939804	-3344
0.938835	-3368
0.937851	-3352
0.936775	-3392
0.935547	-3304
0.934296	-3336
0.933037	-3376
0.931725	-3392
0.930313	-3384
0.928841	-3416
0.927376	-3336
0.926025	-3352
0.924644	-3352
0.923347	-3368
0.921967	-3360
0.920486	-3328
0.918922	-3336
0.917374	-3376
0.915833	-3408
0.914307	-3424
0.912819	-3456
0.911201	-3488
0.909584	-3480
0.907845	-3456
0.906143	-3456
0.904404	-3464
0.902702	-3512
0.901024	-3536
0.899307	-3512
0.89753	-3496
0.895775	-3520
0.893974	-3536
0.892181	-3528
0.890327	-3512
0.888359	-3496
0.886414	-3512
0.884392	-3464
0.882271	-3488
0.880028	-3472
0.877701	-3488
0.875328	-3568
0.872917	-3568
0.870392	-3528
0.867882	-3544
0.865318	-3528
0.862648	-3504
0.859917	-3520
0.857231	-3520
0.85453	-3528
0.851814	-3512
0.84906	-3496
0.846367	-3568
0.843643	-3528
0.840889	-3544
0.838158	-3552
0.835449	-3504
0.832741	-3504
0.830017	-3536
0.827202	-3568
0.824448	-3520
0.821754	-3488
0.819008	-3544
0.816307	-3512
0.813576	-3504
0.81086	-3488
0.808128	-3472
0.805428	-3424
0.802856	-3400
0.800392	-3424
0.798035	-3416
0.795784	-3376
0.793404	-3368
0.791054	-3368
0.788742	-3400
0.786324	-3352
0.78392	-3328
0.781609	-3344
0.779243	-3352
0.776863	-3304
0.774483	-3336
0.772141	-3320
0.769798	-3288
0.767441	-3280
0.764961	-3280
0.762489	-3208
0.760132	-3128
0.75769	-3152
0.755219	-3192
0.752686	-3144
0.750053	-3104
0.747505	-3144
0.744858	-3136
0.742271	-3104
0.7397	-3112
0.737129	-3096
0.734543	-3048
0.731956	-3016
0.729378	-2976
0.726814	-2968
0.72422	-2960
0.721634	-2984
0.719032	-2936
0.716484	-2976
0.713905	-2960
0.711319	-2912
0.708694	-2920
0.706169	-2912
0.703682	-2928
0.701256	-2880
0.698967	-2888
0.696777	-2872
0.69455	-2776
0.692253	-2768
0.69001	-2808
0.687767	-2736
0.68557	-2768
0.683426	-2784
0.681297	-2776
0.679237	-2784
0.676987	-2816
0.674812	-2752
0.672653	-2784
0.670601	-2776
0.668686	-2760
0.666756	-2784
0.664871	-2760
0.662903	-2728
0.660881	-2704
0.658951	-2720
0.656998	-2752
0.654984	-2712
0.652863	-2648
0.650734	-2704
0.648605	-2720
0.646477	-2688
0.644295	-2712
0.642136	-2712
0.639938	-2728
0.637741	-2736
0.635544	-2760
0.63343	-2784
0.631294	-2744
0.62915	-2792
0.627007	-2752
0.624878	-2784
0.622719	-2736
0.620628	-2744
0.618561	-2760
0.616486	-2736
0.614441	-2752
0.612381	-2736
0.610252	-2720
0.608177	-2760
0.606163	-2752
0.604088	-2688
0.60202	-2688
0.599884	-2704
0.597771	-2704
0.595589	-2712
0.593407	-2728
0.59124	-2736
0.589203	-2688
0.587181	-2696
0.585106	-2728
0.582977	-2760
0.58091	-2752
0.578773	-2736
0.576691	-2720
0.574684	-2744
0.572563	-2720
0.570465	-2784
0.568428	-2760
0.566399	-2752
0.56427	-2760
0.562103	-2752
0.559998	-2776
0.557861	-2720
0.555641	-2704
0.553459	-2776
0.551285	-2736
0.549126	-2744
0.546982	-2728
0.544815	-2768
0.542709	-2736
0.540512	-2752
0.538368	-2720
0.536339	-2728
0.534309	-2792
0.532211	-2800
0.53022	-2816
0.52813	-2760
0.525932	-2776
0.523811	-2736
0.521729	-2792
0.51973	-2784
0.517715	-2760
0.515778	-2784
0.513893	-2720
0.512039	-2752
0.510216	-2688
0.508354	-2728
0.506607	-2704
0.504967	-2760
0.50325	-2736
0.501572	-2744
0.499908	-2728
0.498184	-2752
0.496521	-2776
0.494812	-2808
0.493172	-2744
0.491531	-2808
0.489929	-2824
0.488388	-2792
0.486893	-2808
0.485405	-2832
0.48381	-2888
0.482285	-2856
0.480728	-2920
0.479164	-2912
0.477661	-2872
0.476204	-2880
0.474686	-2816
0.473106	-2808
0.471649	-2816
0.470146	-2880
0.468651	-2904
0.467056	-2896
0.465446	-2904
0.463867	-2872
0.462364	-2816
0.460869	-2848
0.459351	-2824
0.457817	-2808
0.456238	-2768
0.454765	-2704
0.453262	-2704
0.451775	-2640
0.450401	-2696
0.449028	-2688
0.447624	-2680
0.446175	-2672
0.444725	-2712
0.443321	-2656
0.441895	-2640
0.440308	-2624
0.43869	-2600
0.43721	-2568
0.435753	-2552
