4.950E+3	2.971E-1	3.899E-4	1.312E-3	1.879E+0
5.000E+3	2.971E-1	3.900E-4	1.313E-3	9.177E-1
5.050E+3	2.971E-1	3.901E-4	1.313E-3	-4.792E-2
5.100E+3	2.971E-1	3.900E-4	1.313E-3	-9.890E-1
5.150E+3	2.972E-1	3.899E-4	1.312E-3	-1.916E+0
5.200E+3	2.972E-1	3.897E-4	1.311E-3	-2.843E+0
5.250E+3	2.973E-1	3.894E-4	1.310E-3	-3.745E+0
5.300E+3	2.974E-1	3.891E-4	1.308E-3	-4.642E+0
5.350E+3	2.975E-1	3.887E-4	1.306E-3	-5.526E+0
5.400E+3	2.977E-1	3.882E-4	1.304E-3	-6.395E+0
5.450E+3	2.978E-1	3.878E-4	1.302E-3	-7.262E+0
5.500E+3	2.980E-1	3.871E-4	1.299E-3	-8.100E+0
5.550E+3	2.982E-1	3.865E-4	1.296E-3	-8.935E+0
5.600E+3	2.984E-1	3.858E-4	1.293E-3	-9.762E+0
5.650E+3	2.986E-1	3.851E-4	1.290E-3	-1.057E+1
5.700E+3	2.989E-1	3.845E-4	1.287E-3	-1.139E+1
5.750E+3	2.992E-1	3.837E-4	1.282E-3	-1.217E+1
5.800E+3	2.994E-1	3.829E-4	1.279E-3	-1.294E+1
5.850E+3	2.997E-1	3.819E-4	1.275E-3	-1.371E+1
5.900E+3	3.000E-1	3.809E-4	1.270E-3	-1.447E+1
5.950E+3	3.003E-1	3.800E-4	1.265E-3	-1.521E+1
6.000E+3	3.006E-1	3.792E-4	1.262E-3	-1.595E+1
6.050E+3	3.009E-1	3.781E-4	1.257E-3	-1.668E+1
